open_time,open,high,low,close,volume
1783695600000,1.1425960063934326,1.144164800643921,1.1425960063934326,1.144164800643921,0
1783699200000,1.1440337896347046,1.144426703453064,1.143379807472229,1.143379807472229,0
1783702800000,1.143379807472229,1.143379807472229,1.1420739889144897,1.1420739889144897,0
1783706400000,1.1420739889144897,1.1420739889144897,1.1415525674819946,1.1419435739517212,0
1783710000000,1.1419435739517212,1.1419435739517212,1.1416828632354736,1.1419435739517212,0
1783713600000,1.1419435739517212,1.1422044038772583,1.1415525674819946,1.1416828632354736,0
1783717200000,1.1419435739517212,1.1419435739517212,1.1419435739517212,1.1419435739517212,0
1783897200000,1.1397310495376587,1.1406410932540894,1.1397310495376587,1.1406410932540894,0
1783900800000,1.1407711505889893,1.1407711505889893,1.1398608684539795,1.1398608684539795,0
1783904400000,1.1398608684539795,1.1399909257888794,1.1389521360397339,1.1399909257888794,0
1783908000000,1.1401208639144897,1.1402509212493896,1.1397310495376587,1.1398608684539795,0
1783911600000,1.1398608684539795,1.1401208639144897,1.1394712924957275,1.1401208639144897,0
1783915200000,1.1402509212493896,1.1407711505889893,1.1399909257888794,1.1407711505889893,0
1783918800000,1.1407711505889893,1.1411616802215576,1.1401208639144897,1.1401208639144897,0
1783922400000,1.1402509212493896,1.1410315036773682,1.1399909257888794,1.140380859375,0
1783926000000,1.1405109167099,1.1428571939468384,1.1405109167099,1.1427265405654907,0
1783929600000,1.1427265405654907,1.1449507474899292,1.1427265405654907,1.1439030170440674,0
1783933200000,1.1439030170440674,1.1440337896347046,1.1431183815002441,1.143379807472229,0
1783936800000,1.1435105800628662,1.1439030170440674,1.142987847328186,1.1439030170440674,0
1783940400000,1.1439030170440674,1.1440337896347046,1.1428571939468384,1.1431183815002441,0
1783944000000,1.1431183815002441,1.1432491540908813,1.1424654722213745,1.1432491540908813,0
1783947600000,1.1435105800628662,1.1435105800628662,1.1418131589889526,1.1418131589889526,0
1783951200000,1.1418131589889526,1.1418131589889526,1.1401208639144897,1.1406410932540894,0
1783954800000,1.1409013271331787,1.1409013271331787,1.1399909257888794,1.1406410932540894,0
1783958400000,1.1405109167099,1.1405109167099,1.1386927366256714,1.1390818357467651,0
1783962000000,1.139211654663086,1.1393414735794067,1.1389521360397339,1.1389521360397339,0
1783965600000,1.1389521360397339,1.139211654663086,1.1388224363327026,1.1389521360397339,0
1783969200000,1.1390818357467651,1.1390818357467651,1.1385631561279297,1.1385631561279297,0
1783972800000,1.1386927366256714,1.1388224363327026,1.1381744146347046,1.1384334564208984,0
1783976400000,1.1393414735794067,1.1393414735794067,1.1381744146347046,1.1384334564208984,0
1783980000000,1.1385631561279297,1.1388224363327026,1.1384334564208984,1.1384334564208984,0
1783983600000,1.1384334564208984,1.1386927366256714,1.1383039951324463,1.1385631561279297,0
1783987200000,1.1386927366256714,1.139211654663086,1.1381744146347046,1.1389521360397339,0
1783990800000,1.1388224363327026,1.1393414735794067,1.1388224363327026,1.139211654663086,0
1783994400000,1.139211654663086,1.1397310495376587,1.139211654663086,1.1394712924957275,0
1783998000000,1.1394712924957275,1.1398608684539795,1.139211654663086,1.1397310495376587,0
1784001600000,1.1397310495376587,1.1397310495376587,1.1390818357467651,1.1393414735794067,0
1784005200000,1.1394712924957275,1.1398608684539795,1.1394712924957275,1.1394712924957275,0
1784008800000,1.1394712924957275,1.1397310495376587,1.1388224363327026,1.1389521360397339,0
1784012400000,1.1388224363327026,1.1399909257888794,1.1388224363327026,1.1398608684539795,0
1784016000000,1.1398608684539795,1.1409013271331787,1.1397310495376587,1.140380859375,0
1784019600000,1.1402509212493896,1.1407711505889893,1.1398608684539795,1.140380859375,0
1784023200000,1.140380859375,1.1405109167099,1.1394712924957275,1.1394712924957275,0
1784026800000,1.1394712924957275,1.1411616802215576,1.1393414735794067,1.1410315036773682,0
1784030400000,1.1409013271331787,1.1462632417678833,1.1407711505889893,1.144688606262207,0
1784034000000,1.144819736480713,1.145737886428833,1.144819736480713,1.1456066370010376,0
1784037600000,1.1453442573547363,1.1461317539215088,1.144426703453064,1.144819736480713,0
1784041200000,1.144819736480713,1.1454753875732422,1.142987847328186,1.142987847328186,0
1784044800000,1.1431183815002441,1.1437721252441406,1.1428571939468384,1.1436413526535034,0
1784048400000,1.1435105800628662,1.1436413526535034,1.1423349380493164,1.1425960063934326,0
1784052000000,1.1427265405654907,1.1428571939468384,1.1420739889144897,1.1425960063934326,0
1784055600000,1.1427265405654907,1.1428571939468384,1.1424654722213745,1.1424654722213745,0
1784059200000,1.1423349380493164,1.1425960063934326,1.1422044038772583,1.1423349380493164,0
1784062800000,1.1424654722213745,1.1431183815002441,1.1422044038772583,1.1425960063934326,0
1784066400000,1.1424654722213745,1.1424654722213745,1.1420739889144897,1.1424654722213745,0
1784070000000,1.1423349380493164,1.1428571939468384,1.1423349380493164,1.1427265405654907,0
1784073600000,1.1427265405654907,1.1437721252441406,1.1427265405654907,1.1437721252441406,0
1784077200000,1.1437721252441406,1.1440337896347046,1.1435105800628662,1.1439030170440674,0
1784080800000,1.1439030170440674,1.144426703453064,1.1436413526535034,1.144426703453064,0
1784084400000,1.1442956924438477,1.1445575952529907,1.1437721252441406,1.144164800643921,0
1784088000000,1.144164800643921,1.144426703453064,1.1440337896347046,1.1440337896347046,0
1784091600000,1.1440337896347046,1.144688606262207,1.1439030170440674,1.144426703453064,0
1784095200000,1.144426703453064,1.144688606262207,1.1432491540908813,1.1432491540908813,0
1784098800000,1.1432491540908813,1.1435105800628662,1.1423349380493164,1.1425960063934326,0
1784102400000,1.1427265405654907,1.1431183815002441,1.1424654722213745,1.1427265405654907,0
1784106000000,1.1427265405654907,1.1428571939468384,1.1420739889144897,1.1420739889144897,0
1784109600000,1.1420739889144897,1.1422044038772583,1.141422152519226,1.1415525674819946,0
1784113200000,1.1419435739517212,1.1422044038772583,1.141422152519226,1.1416828632354736,0
1784116800000,1.1416828632354736,1.1432491540908813,1.1410315036773682,1.1432491540908813,0
1784120400000,1.1431183815002441,1.1437721252441406,1.1427265405654907,1.1436413526535034,0
1784124000000,1.1435105800628662,1.144426703453064,1.143379807472229,1.1439030170440674,0
1784127600000,1.1440337896347046,1.144426703453064,1.1435105800628662,1.1439030170440674,0
1784131200000,1.1439030170440674,1.1445575952529907,1.143379807472229,1.1445575952529907,0
1784134800000,1.1445575952529907,1.1477103233337402,1.1445575952529907,1.1477103233337402,0
1784138400000,1.1477103233337402,1.148369312286377,1.1471836566925049,1.1471836566925049,0
1784142000000,1.1469204425811768,1.1477103233337402,1.1465259790420532,1.1467890739440918,0
1784145600000,1.1467890739440918,1.1467890739440918,1.1463946104049683,1.1466574668884277,0
1784149200000,1.1467890739440918,1.147315263748169,1.1463946104049683,1.1467890739440918,0
1784152800000,1.1469204425811768,1.1471836566925049,1.1469204425811768,1.1469204425811768,0
1784156400000,1.1471836566925049,1.147446870803833,1.1470520496368408,1.147315263748169,0
1784160000000,1.147315263748169,1.1477103233337402,1.1470520496368408,1.1477103233337402,0
1784163600000,1.1477103233337402,1.1477103233337402,1.1467890739440918,1.1469204425811768,0
1784167200000,1.1469204425811768,1.1469204425811768,1.1463946104049683,1.1467890739440918,0
1784170800000,1.1467890739440918,1.1471836566925049,1.1466574668884277,1.1469204425811768,0
1784174400000,1.1469204425811768,1.1470520496368408,1.1466574668884277,1.1469204425811768,0
1784178000000,1.1469204425811768,1.1471836566925049,1.1466574668884277,1.1466574668884277,0
1784181600000,1.1467890739440918,1.147446870803833,1.1467890739440918,1.1471836566925049,0
1784185200000,1.1471836566925049,1.1479737758636475,1.1470520496368408,1.147315263748169,0
1784188800000,1.1471836566925049,1.147446870803833,1.1466574668884277,1.1469204425811768,0
1784192400000,1.1469204425811768,1.1470520496368408,1.1463946104049683,1.1469204425811768,0
1784196000000,1.1469204425811768,1.1471836566925049,1.1463946104049683,1.1463946104049683,0
1784199600000,1.1462632417678833,1.1471836566925049,1.1461317539215088,1.1471836566925049,0
1784203200000,1.1471836566925049,1.147315263748169,1.145081877708435,1.145081877708435,0
1784206800000,1.145081877708435,1.1462632417678833,1.1449507474899292,1.1454753875732422,0
1784210400000,1.1453442573547363,1.145737886428833,1.1442956924438477,1.144688606262207,0
1784214000000,1.1445575952529907,1.145213007926941,1.1440337896347046,1.1449507474899292,0
1784217600000,1.145081877708435,1.145081877708435,1.1437721252441406,1.1437721252441406,0
1784221200000,1.1437721252441406,1.144164800643921,1.1435105800628662,1.1440337896347046,0
1784224800000,1.1440337896347046,1.144164800643921,1.1437721252441406,1.144164800643921,0
1784228400000,1.144164800643921,1.144426703453064,1.1437721252441406,1.144426703453064,0
1784232000000,1.1442956924438477,1.144819736480713,1.144164800643921,1.144819736480713,0
1784235600000,1.144426703453064,1.144819736480713,1.1442956924438477,1.1445575952529907,0
1784239200000,1.1445575952529907,1.144819736480713,1.1445575952529907,1.144688606262207,0
1784242800000,1.144688606262207,1.1449507474899292,1.1445575952529907,1.144819736480713,0
1784246400000,1.144819736480713,1.1449507474899292,1.144426703453064,1.1449507474899292,0
1784250000000,1.1449507474899292,1.145081877708435,1.144164800643921,1.144164800643921,0
1784253600000,1.1442956924438477,1.144426703453064,1.1440337896347046,1.1440337896347046,0
1784257200000,1.1440337896347046,1.1442956924438477,1.1439030170440674,1.1442956924438477,0
1784260800000,1.1442956924438477,1.1442956924438477,1.1439030170440674,1.1439030170440674,0
1784264400000,1.1439030170440674,1.144688606262207,1.1439030170440674,1.1442956924438477,0
1784268000000,1.1442956924438477,1.1454753875732422,1.1442956924438477,1.1453442573547363,0
1784271600000,1.1453442573547363,1.1456066370010376,1.144688606262207,1.1449507474899292,0
1784275200000,1.144819736480713,1.145081877708435,1.1440337896347046,1.1445575952529907,0
1784278800000,1.144426703453064,1.1445575952529907,1.1440337896347046,1.1442956924438477,0
1784282400000,1.1442956924438477,1.1442956924438477,1.142987847328186,1.142987847328186,0
1784286000000,1.142987847328186,1.1439030170440674,1.1428571939468384,1.143379807472229,0
1784289600000,1.143379807472229,1.1439030170440674,1.142987847328186,1.1431183815002441,0
1784293200000,1.1432491540908813,1.1440337896347046,1.1428571939468384,1.1439030170440674,0
1784296800000,1.1439030170440674,1.144688606262207,1.1436413526535034,1.1442956924438477,0
1784300400000,1.1442956924438477,1.144688606262207,1.1440337896347046,1.1442956924438477,0
1784304000000,1.1442956924438477,1.144426703453064,1.1437721252441406,1.144164800643921,0
1784307600000,1.144164800643921,1.144164800643921,1.1436413526535034,1.1437721252441406,0
1784311200000,1.1437721252441406,1.1440337896347046,1.1437721252441406,1.1440337896347046,0
1784314800000,1.1439030170440674,1.144426703453064,1.1437721252441406,1.144426703453064,0
1784318400000,1.144426703453064,1.1445575952529907,1.1439030170440674,1.1440337896347046,0
1784322000000,1.1442956924438477,1.1445575952529907,1.1442956924438477,1.1445575952529907,0
1784502000000,1.142987847328186,1.1431183815002441,1.1427265405654907,1.142987847328186,0
1784505600000,1.142987847328186,1.1436413526535034,1.142987847328186,1.1436413526535034,0
1784509200000,1.1437721252441406,1.1439030170440674,1.1435105800628662,1.1439030170440674,0
1784512800000,1.1439030170440674,1.1445575952529907,1.1439030170440674,1.144426703453064,0
1784516400000,1.144426703453064,1.1445575952529907,1.1442956924438477,1.1445575952529907,0
1784520000000,1.1445575952529907,1.144819736480713,1.144426703453064,1.144819736480713,0
1784523600000,1.144819736480713,1.144819736480713,1.1442956924438477,1.144426703453064,0
1784527200000,1.144426703453064,1.1445575952529907,1.1437721252441406,1.1437721252441406,0
1784530800000,1.1437721252441406,1.145213007926941,1.1437721252441406,1.144688606262207,0
1784534400000,1.144819736480713,1.144819736480713,1.144164800643921,1.1442956924438477,0
1784538000000,1.1442956924438477,1.1442956924438477,1.1431183815002441,1.143379807472229,0
1784541600000,1.143379807472229,1.1439030170440674,1.1432491540908813,1.1435105800628662,0
1784545200000,1.1435105800628662,1.1442956924438477,1.1432491540908813,1.1432491540908813,0
1784548800000,1.1431183815002441,1.1432491540908813,1.1420739889144897,1.1427265405654907,0
1784552400000,1.1427265405654907,1.1427265405654907,1.1418131589889526,1.1420739889144897,0
1784556000000,1.1419435739517212,1.1420739889144897,1.1406410932540894,1.1410315036773682,0
1784559600000,1.1410315036773682,1.1415525674819946,1.1409013271331787,1.1415525674819946,0
1784563200000,1.141422152519226,1.1419435739517212,1.141291856765747,1.141422152519226,0
1784566800000,1.1415525674819946,1.1418131589889526,1.141422152519226,1.1416828632354736,0
1784570400000,1.1416828632354736,1.1422044038772583,1.1416828632354736,1.1418131589889526,0
1784574000000,1.1419435739517212,1.1420739889144897,1.1416828632354736,1.1419435739517212,0
1784577600000,1.1419435739517212,1.1419435739517212,1.1415525674819946,1.1416828632354736,0
1784581200000,1.1419435739517212,1.1423349380493164,1.141291856765747,1.1416828632354736,0
1784584800000,1.141422152519226,1.1416828632354736,1.141291856765747,1.1416828632354736,0
1784588400000,1.1416828632354736,1.1418131589889526,1.1415525674819946,1.1418131589889526,0
1784592000000,1.1419435739517212,1.1420739889144897,1.1415525674819946,1.1416828632354736,0
1784595600000,1.1415525674819946,1.1419435739517212,1.1415525674819946,1.1418131589889526,0
1784599200000,1.1418131589889526,1.1419435739517212,1.141422152519226,1.141422152519226,0
1784602800000,1.1415525674819946,1.1418131589889526,1.141291856765747,1.1415525674819946,0
1784606400000,1.1415525674819946,1.1420739889144897,1.1415525674819946,1.1420739889144897,0
1784610000000,1.1420739889144897,1.1424654722213745,1.1419435739517212,1.1420739889144897,0
1784613600000,1.1422044038772583,1.1425960063934326,1.1420739889144897,1.1425960063934326,0
1784617200000,1.1425960063934326,1.142987847328186,1.1424654722213745,1.1425960063934326,0
1784620800000,1.1425960063934326,1.1428571939468384,1.1423349380493164,1.1424654722213745,0
1784624400000,1.1424654722213745,1.1431183815002441,1.1424654722213745,1.1425960063934326,0
1784628000000,1.1425960063934326,1.1431183815002441,1.1423349380493164,1.1424654722213745,0
1784631600000,1.1424654722213745,1.1425960063934326,1.1420739889144897,1.1422044038772583,0
1784635200000,1.1423349380493164,1.1423349380493164,1.1418131589889526,1.1420739889144897,0
1784638800000,1.1419435739517212,1.1420739889144897,1.1409013271331787,1.1415525674819946,0
1784642400000,1.1415525674819946,1.1422044038772583,1.1406410932540894,1.1409013271331787,0
1784646000000,1.1409013271331787,1.141422152519226,1.1406410932540894,1.1410315036773682,0
1784649600000,1.1410315036773682,1.141422152519226,1.1410315036773682,1.1411616802215576,0
1784653200000,1.1411616802215576,1.141291856765747,1.1410315036773682,1.1410315036773682,0
1784656800000,1.1409013271331787,1.1409013271331787,1.1402509212493896,1.1406410932540894,0
1784660400000,1.1407711505889893,1.1407711505889893,1.140380859375,1.140380859375,0
1784664000000,1.1405109167099,1.1406410932540894,1.1401208639144897,1.1401208639144897,0
1784667600000,1.1399909257888794,1.1406410932540894,1.1398608684539795,1.1406410932540894,0
1784671200000,1.140380859375,1.140380859375,1.1402509212493896,1.1402509212493896,0
1784674800000,1.1402509212493896,1.1405109167099,1.1401208639144897,1.1405109167099,0
1784678400000,1.140380859375,1.1410315036773682,1.140380859375,1.1407711505889893,0
1784682000000,1.1407711505889893,1.1410315036773682,1.1401208639144897,1.1406410932540894,0
1784685600000,1.1406410932540894,1.141291856765747,1.1405109167099,1.1409013271331787,0
1784689200000,1.1409013271331787,1.1411616802215576,1.1407711505889893,1.1410315036773682,0
1784692800000,1.1410315036773682,1.1411616802215576,1.1409013271331787,1.1411616802215576,0
1784696400000,1.1411616802215576,1.141291856765747,1.1409013271331787,1.141291856765747,0
1784700000000,1.141291856765747,1.1416828632354736,1.1410315036773682,1.141422152519226,0
1784703600000,1.141422152519226,1.1420739889144897,1.1407711505889893,1.141291856765747,0
1784707200000,1.141291856765747,1.1415525674819946,1.1407711505889893,1.141291856765747,0
1784710800000,1.141422152519226,1.1415525674819946,1.1407711505889893,1.1407711505889893,0
1784714400000,1.1407711505889893,1.1410315036773682,1.140380859375,1.1406410932540894,0
1784718000000,1.1407711505889893,1.1410315036773682,1.1406410932540894,1.1409013271331787,0
1784721600000,1.1410315036773682,1.1416828632354736,1.1410315036773682,1.141291856765747,0
1784725200000,1.1411616802215576,1.1423349380493164,1.1411616802215576,1.1416828632354736,0
1784728800000,1.1418131589889526,1.1420739889144897,1.1411616802215576,1.141291856765747,0
